1,1,0,1,0
11,0,1,0,1
21,1,0,1,1
31,0,1,0,3
41,0,0,1,3
51,1,0,0,3
61,1,0,1,5
71,1,1,1,5
81,1,0,1,6
91,2,0,1,7
101,2,0,1,8
111,2,1,1,9
121,1,0,1,11
131,1,0,1,11
141,2,1,2,12
151,2,1,2,14
161,3,1,2,15
171,2,1,3,15
181,3,1,2,16
191,2,1,2,18
201,3,1,2,19
211,3,1,3,20
221,3,1,3,21
231,3,1,2,22
241,3,1,3,24
251,3,1,3,25
261,3,1,3,27
271,4,1,4,28
281,3,1,4,29
291,3,2,4,29
301,4,1,4,31
311,5,1,4,33
321,4,1,4,34
331,5,1,4,35
341,5,1,4,36
351,4,1,5,38
361,4,1,4,39
371,5,2,4,41
381,5,1,4,42
391,5,2,5,43
401,16,2,5,56
411,5,2,4,45
421,6,2,5,47
431,5,2,5,48
441,6,2,6,49
451,6,2,5,52
461,6,2,6,53
471,6,2,6,53
481,6,2,6,55
491,7,2,7,56
501,6,3,6,58
511,6,3,6,60
521,7,3,6,61
531,7,2,7,62
541,7,3,6,63
551,7,3,7,65
561,7,3,7,66
571,7,3,7,68
581,7,3,7,105
591,7,3,7,70
601,8,3,7,73
611,8,3,7,73
621,8,3,7,76
631,8,3,8,77
641,9,3,8,78
651,8,3,7,80
661,9,3,8,81
671,8,4,8,82
681,10,3,9,83
691,9,4,8,86
701,9,4,8,86
711,9,4,8,88
721,10,4,9,90
731,9,4,8,90
741,10,4,9,92
751,10,3,9,95
761,10,3,8,95
771,10,3,9,96
781,10,4,9,99
791,10,4,9,107
801,10,3,9,101
811,11,4,9,103
821,10,3,9,105
831,10,4,10,106
841,12,4,10,108
851,11,4,10,109
861,11,4,10,110
871,11,4,10,111
881,11,4,10,114
891,12,4,11,115
901,11,5,10,116
911,12,4,11,145
921,22,5,12,128
931,12,4,11,119
941,12,4,11,121
951,12,4,11,124
961,12,5,11,124
971,13,4,11,126
981,13,4,11,128
991,12,5,12,128
1001,13,5,11,130
1011,13,5,12,130
1021,13,5,12,133
1031,13,5,12,135
1041,14,5,12,137
1051,13,4,12,138
1061,13,5,12,140
1071,13,5,12,142
1081,15,5,14,143
1091,14,5,12,143
1101,14,5,13,146
1111,14,5,13,148
1121,14,5,14,149
1131,14,6,13,151
1141,15,6,13,154
1151,14,6,13,211
1161,15,6,14,154
1171,15,6,14,156
1181,15,5,14,159
1191,15,6,14,171
1201,15,5,14,161
1211,17,6,14,162
1221,16,6,14,165
1231,15,5,14,165
1241,16,6,14,168
1251,17,6,15,169
1261,16,6,15,171
1271,16,6,15,172
1281,17,6,15,174
1291,17,6,15,175
1301,16,6,15,177
1311,17,6,15,177
1321,19,6,16,182
1331,17,6,16,183
1341,18,6,16,221
1351,19,6,17,197
1361,18,6,16,186
1371,17,7,16,188
1381,18,6,16,191
1391,18,6,16,191
1401,18,7,16,194
1411,18,6,17,196
1421,18,6,16,198
1431,19,6,16,197
1441,19,7,17,199
1451,18,7,17,202
1461,19,7,17,202
1471,19,7,19,204
1481,21,6,18,205
1491,19,7,18,206
1501,19,7,17,246
1511,19,7,18,221
1521,20,8,18,224
1531,20,7,18,212
1541,20,7,18,216
1551,20,7,18,275
1561,26,9,24,285
1571,25,9,24,285
1581,27,9,33,222
1591,21,7,19,223
1601,21,8,18,224
1611,20,7,19,225
1621,22,7,19,226
1631,22,7,19,229
1641,21,8,19,243
1651,23,7,19,233
1661,22,7,20,236
1671,21,8,20,235
1681,22,7,19,238
1691,21,7,19,236
1701,22,7,19,239
1711,24,8,21,241
1721,22,8,20,242
1731,22,7,20,242
1741,23,7,20,247
1751,23,8,21,248
1761,23,9,20,249
1771,23,8,20,250
1781,34,8,21,255
1791,24,8,21,255
1801,23,9,21,256
1811,23,8,21,256
1821,24,9,21,260
1831,25,8,22,261
1841,24,8,21,264
1851,24,9,21,263
1861,25,8,22,267
1871,24,9,22,268
1881,24,8,21,271
1891,25,9,22,270
1901,25,8,22,282
1911,26,8,22,275
1921,24,9,22,275
1931,25,9,22,277
1941,26,9,23,278
1951,25,8,22,279
1961,28,9,24,282
1971,26,9,23,284
1981,26,9,23,286
1991,25,9,23,285
2001,26,9,23,288
2011,26,9,23,287
2021,27,9,24,322
2031,26,10,25,295
2041,26,9,24,295
2051,26,10,24,295
2061,26,9,24,298
2071,27,10,24,298
2081,27,10,24,300
2091,27,10,24,303
2101,27,10,24,304
2111,27,9,25,319
2121,31,10,26,308
2131,28,10,34,307
2141,28,10,25,311
2151,29,10,24,310
2161,28,10,25,313
2171,28,10,26,314
2181,29,10,25,317
2191,28,10,25,319
2201,28,10,25,322
2211,28,11,25,320
2221,29,11,26,324
2231,29,10,25,333
2241,29,10,26,325
2251,30,10,27,328
2261,29,10,26,329
2271,30,10,26,331
2281,30,11,26,333
2291,31,10,26,333
2301,30,11,27,338
2311,31,11,27,338
2321,30,10,27,338
2331,31,11,28,392
2341,31,11,27,341
2351,31,11,27,344
2361,30,11,28,345
2371,34,11,30,348
2381,32,11,28,350
2391,31,11,28,351
2401,32,11,28,353
2411,31,11,28,354
2421,31,12,28,377
2431,33,11,28,357
2441,31,12,28,360
2451,31,11,28,360
2461,32,12,28,365
2471,32,11,28,368
2481,33,11,28,365
2491,32,12,29,365
2501,33,11,29,367
2511,32,12,29,381
2521,34,12,30,395
2531,33,11,30,379
2541,34,12,29,376
2551,34,12,29,377
2561,34,12,30,387
2571,33,12,30,391
2581,65,22,30,384
2591,34,12,30,385
2601,39,12,32,451
2611,36,13,32,410
2621,36,12,32,419
2631,34,12,30,389
2641,35,12,31,391
2651,35,12,30,393
2661,34,12,31,395
2671,35,12,31,396
2681,34,12,31,408
2691,36,12,31,398
2701,35,12,31,408
2711,36,12,32,404
2721,36,12,31,404
2731,36,13,31,407
2741,35,13,32,408
2751,36,13,32,410
2761,41,12,34,423
2771,36,12,33,411
2781,36,13,32,426
2791,37,13,32,417
2801,36,12,32,417
2811,38,13,33,419
2821,36,12,32,423
2831,39,13,33,422
2841,37,13,33,450
2851,37,13,33,428
2861,36,13,33,428
2871,38,13,33,426
2881,38,13,33,430
2891,38,13,33,462
2901,38,14,33,435
2911,38,13,34,436
2921,38,14,34,449
2931,38,13,34,435
2941,40,14,34,441
2951,39,13,34,441
2961,39,14,34,445
2971,39,13,34,446
2981,39,14,35,449
2991,39,14,35,461
3001,40,14,34,450
3011,40,14,35,449
3021,39,14,34,454
3031,40,14,35,456
3041,42,14,35,457
3051,40,14,35,460
3061,40,14,35,461
3071,40,34,38,517
3081,44,14,38,505
3091,41,14,36,612
3101,54,19,47,584
3111,49,16,56,575
3121,54,18,49,628
3131,53,18,49,614
3141,54,19,48,577
3151,44,16,39,499
3161,41,15,37,479
3171,41,14,37,477
3181,41,15,37,481
3191,43,14,37,493
3201,42,14,37,482
3211,42,14,37,483
3221,42,15,37,488
3231,42,15,37,488
3241,47,15,41,489
3251,43,15,38,490
3261,43,27,49,566
3271,52,18,46,604
3281,45,16,39,510
3291,45,15,39,544
3301,45,15,40,515
3311,44,16,39,515
3321,44,15,40,526
3331,44,15,40,520
3341,47,15,40,520
3351,45,16,40,520
3361,45,15,40,526
3371,47,16,40,525
3381,45,16,40,539
3391,45,16,41,532
3401,51,15,43,536
3411,47,16,41,533
3421,46,17,41,536
3431,48,16,41,536
3441,47,16,41,548
3451,47,17,41,541
3461,47,16,41,542
3471,47,16,42,544
3481,47,17,41,548
3491,47,17,42,547
3501,47,16,42,559
3511,48,16,42,550
3521,47,16,42,553
3531,48,16,43,554
3541,47,16,42,556
3551,48,17,42,558
3561,48,17,42,568
3571,49,17,42,561
3581,48,16,42,562
3591,51,17,47,572
3601,48,17,43,565
3611,51,17,43,567
3621,48,17,43,585
3631,48,17,42,580
3641,48,16,42,610
3651,64,22,55,728
3661,51,18,45,594
3671,50,17,45,578
3681,49,17,43,572
3691,49,17,43,564
3701,50,17,43,567
3711,49,17,43,570
3721,48,17,43,570
3731,50,17,43,570
3741,49,17,53,573
3751,49,17,44,576
3761,50,17,43,577
