10,30
11,35
12,34
13,33
14,34
15,35
16,36
17,34
18,34
19,34
20,35
21,35
22,35
23,37
24,38
25,36
26,38
27,38
28,40
29,40
30,39
31,40
32,39
33,40
34,40
35,41
36,43
37,44
38,43
39,44
40,14
41,14
42,14
43,13
44,14
45,14
46,14
47,15
48,15
49,14
50,15
51,15
52,19
53,16
54,15
55,15
56,15
57,16
58,16
59,16
60,16
61,17
62,16
63,17
64,16
65,17
66,16
67,16
68,17
69,17
70,17
71,17
72,18
73,18
74,18
75,19
76,18
77,18
78,19
79,19
80,18
81,19
82,19
83,19
84,19
85,19
86,20
87,19
88,20
89,20
90,20
91,20
92,20
93,20
94,21
95,19
96,20
97,21
98,21
99,21
100,22
101,22
102,22
103,22
104,21
105,22
106,23
107,22
108,21
109,22
110,23
111,23
112,23
113,24
114,28
115,29
116,30
117,28
118,30
119,30
120,29
121,28
122,23
123,29
124,31
125,30
126,31
127,31
128,29
129,31
130,31
131,32
132,30
133,29
134,26
135,27
136,26
137,26
138,26
139,28
140,27
141,27
142,27
143,27
144,27
145,26
146,28
147,28
148,27
149,27
150,28
151,28
152,28
153,28
154,28
155,29
156,29
157,29
158,29
159,28
160,29
161,30
162,29
163,30
164,30
165,32
166,30
167,31
168,31
169,34
170,33
171,35
172,31
173,35
174,33
175,36
176,35
177,36
178,33
179,36
180,35
181,37
182,34
183,39
184,35
185,38
186,33
187,32
188,33
189,32
190,33
191,33
192,33
193,33
194,33
195,34
196,34
197,34
198,33
199,34
200,35
201,34
202,35
203,35
204,35
205,36
206,35
207,35
208,35
209,35
210,35
211,36
212,35
213,35
214,36
215,36
216,36
217,36
218,36
219,37
220,37
221,38
222,37
223,37
224,36
225,38
226,37
227,37
228,38
229,37
230,39
231,38
232,38
233,38
234,38
235,39
236,39
237,38
238,40
239,39
240,40
241,40
242,40
243,40
244,40
245,40
246,39
247,40
248,40
249,40
250,41
251,41
252,41
253,39
254,42
255,41
256,42
257,41
258,42
259,41
260,43
261,42
262,54
263,41
264,41
265,40
266,40
267,42
268,42
269,41
270,42
271,42
272,42
273,43
274,42
275,42
276,43
277,42
278,42
279,43
280,42
281,43
282,44
283,43
284,43
285,45
286,44
287,44
288,44
289,44
290,44
291,45
292,45
293,45
294,44
295,45
296,45
297,44
298,46
299,46
300,45
301,45
302,46
303,46
304,45
305,46
306,47
307,47
308,46
309,46
310,46
311,47
312,47
313,47
314,53
315,54
316,54
317,55
318,55
319,55
320,54
321,55
322,56
323,55
324,55
325,57
326,56
327,55
328,56
329,56
330,56
331,56
332,56
333,56
334,56
335,56
336,57
337,57
338,56
339,57
340,58
341,57
342,57
343,58
344,57
345,58
346,58
347,58
348,58
349,59
350,60
351,59
352,59
353,59
354,59
355,59
356,60
357,59
358,77
359,78
360,77
361,79
362,65
363,75
364,72
365,78
366,76
367,60
368,61
369,60
370,69
371,66
372,66
373,66
374,66
375,67
376,61
377,62
378,64
379,65
380,63
381,62
382,63
383,62
384,68
385,63
386,63
387,70
388,64
389,69
390,67
391,69
392,68
393,69
394,68
395,69
396,69
397,64
398,64
399,65
400,64
401,65
402,64
403,64
404,65
405,65
406,65
407,66
408,66
409,67
410,66
411,66
412,66
413,66
414,67
415,67
416,70
417,73
418,75
419,78
420,73
421,79
422,72
423,69
424,70
425,72
426,71
427,78
428,73
429,75
430,79
431,72
432,69
433,69
434,70
435,69
436,69
437,70
438,70
439,70
440,69
441,71
442,70
443,71
444,69
445,70
446,84
447,69
448,68
449,69
450,69
451,69
452,70
453,69
454,69
455,69
456,68
457,69
458,69
459,70
460,69
461,71
462,71
463,70
464,70
465,70
466,70
467,71
468,72
469,71
470,72
471,71
472,71
473,70
474,72
475,71
476,71
477,71
478,72
479,71
480,71
481,72
482,73
483,72
484,72
485,74
486,72
487,73
488,73
489,73
490,73
491,73
492,75
493,74
494,75
495,74
496,75
497,75
498,74
499,72
500,73
501,72
502,72
503,71
504,72
505,74
506,74
507,72
508,73
509,73
510,72
511,73
512,74
513,73
514,77
515,78
516,79
517,79
518,79
519,79
520,79
521,78
522,79
523,75
524,76
525,75
526,75
527,76
528,76
529,75
530,76
531,76
532,77
