1,5
11,4
21,16
31,9
41,10
51,20
61,17
71,20
81,22
91,24
101,22
111,30
121,37
131,45
141,47
151,39
161,46
171,45
181,46
191,61
201,67
211,90
221,56
231,76
241,71
251,70
261,67
271,91
281,78
291,74
301,93
311,79
321,88
331,97
341,95
351,93
361,108
371,100
381,118
391,105
401,129
411,105
421,133
431,99
441,123
451,129
461,143
471,120
481,105
491,140
501,153
511,118
521,145
531,144
541,155
551,167
561,184
571,173
581,175
591,167
601,170
611,182
621,185
631,144
641,191
651,192
661,194
671,187
681,189
691,202
701,180
711,209
721,216
731,212
741,205
751,207
761,245
771,227
781,225
791,238
801,231
811,239
821,236
831,239
841,246
851,243
861,245
871,223
881,251
891,269
901,256
911,265
921,303
931,269
941,276
951,286
961,271
971,293
981,288
991,295
1001,293
1011,286
1021,278
1031,276
1041,284
1051,296
1061,284
1071,293
1081,295
1091,297
1101,295
1111,302
1121,305
1131,307
1141,311
1151,308
1161,317
1171,318
1181,332
1191,325
1201,326
1211,329
1221,332
1231,334
1241,337
1251,340
1261,342
1271,345
1281,348
1291,361
1301,353
1311,356
1321,366
1331,423
1341,402
1351,366
1361,319
1371,378
1381,392
1391,407
1401,397
1411,339
1421,403
1431,400
1441,398
1451,403
1461,402
1471,405
1481,409
1491,439
1501,412
1511,421
1521,418
1531,414
1541,423
1551,421
1561,428
1571,425
1581,448
1591,431
1601,438
1611,441
1621,439
1631,448
1641,444
1651,453
1661,394
1671,465
1681,460
1691,400
1701,465
1711,463
1721,471
1731,475
1741,476
1751,479
1761,482
1771,484
1781,421
1791,500
1801,492
1811,495
1821,497
1831,512
1841,503
1851,506
1861,509
1871,512
1881,514
1891,447
1901,449
1911,540
1921,525
1931,526
1941,529
1951,460
1961,536
1971,536
1981,554
1991,548
2001,545
2011,547
2021,551
2031,484
2041,556
2051,574
2061,561
2071,568
2081,567
2091,570
2101,578
2111,574
2121,524
2131,581
2141,583
2151,589
2161,588
2171,597
2181,595
2191,528
2201,601
2211,607
2221,603
2231,613
2241,615
2251,625
2261,640
2271,623
2281,672
2291,692
2301,630
2311,640
2321,636
2331,639
2341,550
2351,644
2361,560
2371,664
2381,652
2391,648
2401,657
2411,660
2421,573
2431,683
2441,674
2451,699
2461,703
2471,701
2481,710
2491,711
2501,752
2511,685
2521,733
2531,816
2541,654
2551,830
2561,703
2571,878
2581,712
2591,735
2601,720
2611,721
2621,835
2631,726
2641,747
2651,732
2661,727
2671,729
2681,736
2691,752
2701,738
2711,748
2721,745
2731,746
2741,765
2751,750
2761,758
2771,756
2781,761
2791,781
2801,765
2811,771
2821,769
2831,777
2841,790
2851,779
2861,784
2871,784
2881,792
2891,804
2901,789
2911,799
2921,694
2931,803
2941,819
2951,808
2961,808
2971,814
2981,821
2991,835
3001,821
3011,710
3021,829
3031,833
3041,833
3051,837
3061,838
3071,840
3081,851
3091,845
3101,737
3111,850
3121,853
3131,865
3141,861
3151,748
3161,863
3171,880
3181,879
3191,871
3201,866
3211,871
3221,885
3231,879
3241,892
3251,882
3261,914
3271,886
3281,896
3291,774
3301,934
3311,902
3321,904
3331,902
3341,912
3351,913
3361,908
3371,919
3381,916
3391,933
3401,930
3411,690
3421,929
3431,965
3441,930
3451,942
3461,939
3471,977
3481,939
3491,951
3501,970
3511,974
3521,964
3531,966
3541,974
3551,851
3561,976
3571,976
3581,849
3591,994
3601,982
3611,981
3621,852
3631,1018
3641,991
3651,994
3661,1037
3671,1038
3681,1001
3691,1000
3701,1009
3711,883
3721,1013
3731,1012
3741,1022
3751,1026
3761,1023
3771,1022
3781,1066
3791,1027
3801,1031
3811,1033
3821,1072
3831,1040
3841,1038
3851,1044
3861,1050
3871,1052
3881,1090
3891,1086
3901,1096
3911,1097
3921,1107
3931,1114
3941,1106
3951,1116
3961,968
3971,1153
3981,1108
3991,1075
4001,945
4011,942
4021,1097
4031,1142
4041,1125
4051,1108
4061,1138
4071,1131
4081,1119
4091,971
4101,1148
4111,1127
4121,1135
4131,979
4141,1152
4151,1133
4161,1143
4171,1190
4181,1159
4191,1004
4201,1193
4211,1172
4221,1165
4231,1167
4241,1197
4251,1179
4261,1177
4271,1188
4281,1185
4291,1179
4301,1233
4311,1173
4321,1180
4331,1221
4341,1183
4351,1200
4361,1246
4371,1209
4381,1208
4391,1246
4401,1026
4411,1185
4421,1191
4431,1230
4441,1203
4451,1199
4461,1244
4471,1203
4481,1204
4491,1250
4501,1220
4511,1261
4521,1251
4531,1269
4541,1215
4551,1255
4561,1245
4571,1250
4581,1554
4591,1059
4601,1232
4611,1099
4621,1233
4631,1241
4641,1277
4651,1248
4661,1246
4671,1293
4681,1269
4691,1258
4701,1286
4711,1262
4721,1260
4731,1311
4741,1269
4751,1267
4761,1309
4771,1279
4781,1280
4791,1295
4801,1287
